category,region,domain,requirement,documentation_format,status,must_comply_by,citation_source,last_verified
Display,EU/UK,warranty_documentation,"Austria: if only a short-form warranty is provided in print, the full long-form guarantee statement must also be made available to the consumer on a ""permanent data carrier""; a website link alone does not satisfy this.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (Austria row),2025-05-01
Display,EU/UK,warranty_documentation,Setup instructions containing safety/regulatory notices must be provided in printed form for both commercial and consumer customers in the UK.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Display,US,environmental_sustainability,"No federal RoHS-equivalent restriction applies at the national level, but California Proposition 65 disclosure may apply if regulated substances are present.",online,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA row, comments)",2026-09-09
Display,US,environmental_sustainability,ENERGY STAR labeling applies to desktop/workstation-class computers and is a common customer/procurement expectation though not a blanket federal mandate.,online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA Energy row),2026-09-09
Display,US,safety_emc_telecom,FCC 47 CFR Part 15 Subpart B unintentional-radiator limits apply; compliance is authorized via Supplier's Declaration of Conformity (SDoC).,online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row),2023-06-14
Display,US,safety_emc_telecom,"FCC ID / regulatory model number must be marked on the product or accessible via e-label per 47 CFR Section 2.935, where the specific configuration includes any FCC-regulated component.",either,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row, comments)",2023-06-14
Display,US,trade_customs,"US customs review does not include a technical-regulations check for Safety, EMC, or Energy at border entry for this product category.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Display,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Display,US,warranty_documentation,HP EULA may be provided electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Display,China,environmental_sustainability,China RoHS (Management Methods for Restriction of Hazardous Substances) marking and hazardous-substance disclosure table must be included.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (China RoHS),2026-09-09
Display,China,environmental_sustainability,"China Energy Label / energy-efficiency disclosure applies; revised energy standard becomes effective Feb 1, 2027 (China's Energy rules split explicitly by device type - Energy-Computer, Energy-Monitor, Energy-Printer - in the source table).",print,emerging,2027-02-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
Display,China,safety_emc_telecom,China Compulsory Certification (CCC) safety/EMC mark must be affixed to the product.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
Display,China,trade_customs,Customs approval for EMC and Safety must be held in the importer's (HP entity's) name for import into China; Energy is not required.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Display,China,trade_customs,"Chinese customs review includes a technical-regulations check for EMC and Energy, with Safety review handled discretionarily (""D"").",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Display,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Display,China,warranty_documentation,HP EULA may be provided electronically for both consumer and commercial customers in China.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Display,Taiwan,environmental_sustainability,Taiwan BSMI RoHS marking and hazardous-substance disclosure applies to Group 1-6 products.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Display,Taiwan,safety_emc_telecom,Taiwan BSMI Safety/EMC certification mark must be affixed to the product.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Display,Taiwan,cybersecurity,"Taiwan's new cybersecurity regulation for network-connected products newly applies to displays and digital cameras from Jan 1, 2028 (this is the same roadmap entry the original Bluetooth Headset dataset flagged, un-domained, before this domain existed).",online,emerging,2028-01-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ) / Taiwan cybersecurity regulation for network-connected products,2026-08-01
Display,Taiwan,trade_customs,Customs approval for Safety and EMC must be held in the importer's (HP entity's) name for import into Taiwan; Energy is not required.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Display,Taiwan,trade_customs,"Taiwan customs review includes a technical-regulations check for Safety, EMC, and Energy at border entry.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Display,Taiwan,warranty_documentation,"Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form, including product name/type/quantity, serial number, warranty coverage and period, and manufacturer/distributor name and address.",print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Display,Taiwan,warranty_documentation,HP EULA may be provided electronically for both consumer and commercial customers in Taiwan.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Earbuds,EU/UK,environmental_sustainability,RoHS Directive 2011/65/EU (as amended by 2015/863) restricting hazardous substances must be met.,online,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK RoHS reference),2026-09-09
Earbuds,EU/UK,environmental_sustainability,Product must display the EU WEEE crossed-out wheelie-bin symbol on the device housing.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU WEEE Statement),2026-09-09
Earbuds,EU/UK,safety_emc_telecom,EU/UK Simplified Declaration of Conformity referencing RED 2014/53/EU and IEC 62368-1 safety/EMC standard must be included with the product.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK Simplified DoC),2026-09-09
Earbuds,EU/UK,safety_emc_telecom,Product must carry the EU RED graphic/marking and the CE mark on the device or its packaging.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU RED graphic),2026-09-09
Earbuds,EU/UK,hearing_aid_compatibility,"RED 2014/53/EU Article 3(3)(f) accessibility requirements (per harmonized standard EN 301 406) apply to radio equipment worn against the ear; the European Accessibility Act (EU) 2019/882 additionally covers accessibility of electronic-communications terminal equipment from June 28, 2025.",online,existing,Now,RED 2014/53/EU Article 3(3)(f) and EN 301 406 (radio equipment accessibility) - cited directly; not row-level content in the five project workbooks,2026-09-24
Earbuds,EU/UK,battery_safety,UN38.3 lithium-battery transport testing documentation must be available for the internal battery for air/sea freight.,online,existing,Now,"UN Manual of Tests and Criteria, Part III Subsection 38.3 (UN38.3 lithium-battery transport testing) - cited directly; not row-level content in the five project workbooks",2026-09-24
Earbuds,EU/UK,battery_safety,"EU Battery Regulation (EU) 2023/1542 conformity (CE marking, carbon-footprint declaration) applies to the internal battery.",online,existing,Now,Regulation (EU) 2023/1542 (EU Battery Regulation) - cited directly; not row-level content in the five project workbooks,2026-09-24
Earbuds,EU/UK,trade_customs,"Customs approval for Safety, EMC, Energy, and Telecom is NOT required to be held specifically in the importer's (HP entity's) name for EU/EEA.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA row),2026-09-09
Earbuds,EU/UK,trade_customs,"Customs review of technical-regulation compliance for Safety/EMC/Energy/Telecom is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Earbuds,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Earbuds,EU/UK,warranty_documentation,Setup instructions containing safety/regulatory notices must be provided in printed form for both commercial and consumer customers in the UK.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Earbuds,US,environmental_sustainability,"No federal RoHS-equivalent restriction applies at the national level, but California Proposition 65 disclosure may apply if regulated substances are present.",online,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA row, comments)",2026-09-09
Earbuds,US,safety_emc_telecom,FCC 47 CFR Part 15 Subpart B unintentional-radiator limits apply; compliance is authorized via Supplier's Declaration of Conformity (SDoC).,online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row),2023-06-14
Earbuds,US,safety_emc_telecom,FCC ID / regulatory model number must be marked on the product or accessible via e-label per 47 CFR Section 2.935.,either,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row, comments)",2023-06-14
Earbuds,US,hearing_aid_compatibility,FCC 47 CFR Section 20.19 Hearing Aid Compatibility technical requirements apply to handsets/earpieces used against the ear for telephone communication.,online,existing,Now,FCC 47 CFR Section 20.19 (Hearing Aid Compatibility) - cited directly; not row-level content in the five project workbooks,2026-09-24
Earbuds,US,battery_safety,UN38.3 lithium-battery transport testing documentation must be available for the internal battery.,online,existing,Now,"UN Manual of Tests and Criteria, Part III Subsection 38.3 (UN38.3 lithium-battery transport testing) - cited directly; not row-level content in the five project workbooks",2026-09-24
Earbuds,US,battery_safety,IEC 62133-2 cell/pack safety certification applies to the internal lithium battery.,online,existing,Now,IEC 62133-2 (portable lithium cell/pack safety) - cited directly; not row-level content in the five project workbooks,2026-09-24
Earbuds,US,trade_customs,"Customs approval for Telecom is required to be held in the importer's (HP entity's) name for US import; Safety, EMC, and Energy are not.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Earbuds,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Earbuds,US,warranty_documentation,HP EULA may be provided electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Earbuds,China,environmental_sustainability,China RoHS (Management Methods for Restriction of Hazardous Substances) marking and hazardous-substance disclosure table must be included.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (China RoHS),2026-09-09
Earbuds,China,safety_emc_telecom,China Compulsory Certification (CCC) safety/EMC mark must be affixed to the product where applicable to the accessory category.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
Earbuds,China,safety_emc_telecom,China SRRC radio-type approval must be obtained and the approval/model number disclosed in product documentation for the Bluetooth/wireless radio.,online,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
Earbuds,China,battery_safety,"China's Mobile Power Bank traceability requirement (QR code) applies if the product ships with a battery-pack accessory; NPIs must comply by March 2026, sustaining products by March 2027.",either,emerging,2027-03-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
Earbuds,China,trade_customs,"Customs approval for Telecom, EMC, and Safety must be held in the importer's (HP entity's) name for import into China; Energy is not required.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Earbuds,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy; a mandatory printed service/warranty card is also required per China's telecom card regulation.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Earbuds,Taiwan,environmental_sustainability,Taiwan BSMI RoHS marking and hazardous-substance disclosure applies to Group 1-6 accessory products.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Earbuds,Taiwan,safety_emc_telecom,Taiwan BSMI Safety/EMC certification mark must be affixed to the product for Group 1-6 category accessories.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Earbuds,Taiwan,safety_emc_telecom,Taiwan NCC statement and radio type-approval number must be included in product documentation for the Bluetooth/wireless radio.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (NCC Statement),2026-09-09
Earbuds,Taiwan,hearing_aid_compatibility,Taiwan NCC telecommunications terminal equipment accessibility technical regulations apply to handsets/earpieces used against the ear.,online,existing,Now,Taiwan NCC telecommunications terminal equipment accessibility technical regulations - cited directly; not row-level content in the five project workbooks,2026-09-24
Earbuds,Taiwan,battery_safety,"Taiwan BSMI Battery Standard is in draft; official release expected 2H 2026, with enforcement beginning July 1, 2027, for products shipping with a battery pack.",either,emerging,2027-07-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
Earbuds,Taiwan,trade_customs,Customs approval for Safety and EMC must be held in the importer's (HP entity's) name for import into Taiwan; Energy is not required.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Earbuds,Taiwan,warranty_documentation,"Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form, including product name/type/quantity, serial number, warranty coverage and period, and manufacturer/distributor name and address.",print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Phone Handset,EU/UK,environmental_sustainability,RoHS Directive 2011/65/EU (as amended by 2015/863) restricting hazardous substances must be met.,online,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK RoHS reference),2026-09-09
Phone Handset,EU/UK,environmental_sustainability,Product must display the EU WEEE crossed-out wheelie-bin symbol on the device housing.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU WEEE Statement),2026-09-09
Phone Handset,EU/UK,safety_emc_telecom,EU/UK Simplified Declaration of Conformity referencing RED 2014/53/EU and IEC 62368-1 safety/EMC standard must be included with the product.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK Simplified DoC),2026-09-09
Phone Handset,EU/UK,safety_emc_telecom,Product must carry the EU RED graphic/marking and the CE mark on the device or its packaging.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU RED graphic),2026-09-09
Phone Handset,EU/UK,hearing_aid_compatibility,"RED 2014/53/EU Article 3(3)(f) accessibility requirements (per harmonized standard EN 301 406) apply to radio equipment worn against the ear; the European Accessibility Act (EU) 2019/882 additionally covers accessibility of electronic-communications terminal equipment from June 28, 2025.",online,existing,Now,RED 2014/53/EU Article 3(3)(f) and EN 301 406 (radio equipment accessibility) - cited directly; not row-level content in the five project workbooks,2026-09-24
Phone Handset,EU/UK,battery_safety,UN38.3 lithium-battery transport testing documentation must be available for the internal battery for air/sea freight.,online,existing,Now,"UN Manual of Tests and Criteria, Part III Subsection 38.3 (UN38.3 lithium-battery transport testing) - cited directly; not row-level content in the five project workbooks",2026-09-24
Phone Handset,EU/UK,battery_safety,"EU Battery Regulation (EU) 2023/1542 conformity (CE marking, carbon-footprint declaration) applies to the internal battery.",online,existing,Now,Regulation (EU) 2023/1542 (EU Battery Regulation) - cited directly; not row-level content in the five project workbooks,2026-09-24
Phone Handset,EU/UK,trade_customs,"Customs approval for Safety, EMC, Energy, and Telecom is NOT required to be held specifically in the importer's (HP entity's) name for EU/EEA.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA row),2026-09-09
Phone Handset,EU/UK,trade_customs,"Customs review of technical-regulation compliance for Safety/EMC/Energy/Telecom is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Phone Handset,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Phone Handset,EU/UK,warranty_documentation,Setup instructions containing safety/regulatory notices must be provided in printed form for both commercial and consumer customers in the UK.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Phone Handset,US,environmental_sustainability,"No federal RoHS-equivalent restriction applies at the national level, but California Proposition 65 disclosure may apply if regulated substances are present.",online,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA row, comments)",2026-09-09
Phone Handset,US,safety_emc_telecom,FCC 47 CFR Part 15 Subpart B unintentional-radiator limits apply; compliance is authorized via Supplier's Declaration of Conformity (SDoC).,online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row),2023-06-14
Phone Handset,US,safety_emc_telecom,FCC ID / regulatory model number must be marked on the product or accessible via e-label per 47 CFR Section 2.935.,either,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row, comments)",2023-06-14
Phone Handset,US,hearing_aid_compatibility,FCC 47 CFR Section 20.19 Hearing Aid Compatibility technical requirements apply to handsets/earpieces used against the ear for telephone communication.,online,existing,Now,FCC 47 CFR Section 20.19 (Hearing Aid Compatibility) - cited directly; not row-level content in the five project workbooks,2026-09-24
Phone Handset,US,battery_safety,UN38.3 lithium-battery transport testing documentation must be available for the internal battery.,online,existing,Now,"UN Manual of Tests and Criteria, Part III Subsection 38.3 (UN38.3 lithium-battery transport testing) - cited directly; not row-level content in the five project workbooks",2026-09-24
Phone Handset,US,battery_safety,IEC 62133-2 cell/pack safety certification applies to the internal lithium battery.,online,existing,Now,IEC 62133-2 (portable lithium cell/pack safety) - cited directly; not row-level content in the five project workbooks,2026-09-24
Phone Handset,US,trade_customs,"Customs approval for Telecom is required to be held in the importer's (HP entity's) name for US import; Safety, EMC, and Energy are not.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Phone Handset,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Phone Handset,US,warranty_documentation,HP EULA may be provided electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Phone Handset,China,environmental_sustainability,China RoHS (Management Methods for Restriction of Hazardous Substances) marking and hazardous-substance disclosure table must be included.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (China RoHS),2026-09-09
Phone Handset,China,safety_emc_telecom,China Compulsory Certification (CCC) safety/EMC mark must be affixed to the product where applicable to the accessory category.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
Phone Handset,China,safety_emc_telecom,China SRRC radio-type approval must be obtained and the approval/model number disclosed in product documentation for the Bluetooth/wireless radio.,online,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
Phone Handset,China,battery_safety,"China's Mobile Power Bank traceability requirement (QR code) applies if the product ships with a battery-pack accessory; NPIs must comply by March 2026, sustaining products by March 2027.",either,emerging,2027-03-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
Phone Handset,China,trade_customs,"Customs approval for Telecom, EMC, and Safety must be held in the importer's (HP entity's) name for import into China; Energy is not required.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Phone Handset,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy; a mandatory printed service/warranty card is also required per China's telecom card regulation.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Phone Handset,Taiwan,environmental_sustainability,Taiwan BSMI RoHS marking and hazardous-substance disclosure applies to Group 1-6 accessory products.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Phone Handset,Taiwan,safety_emc_telecom,Taiwan BSMI Safety/EMC certification mark must be affixed to the product for Group 1-6 category accessories.,print,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (Taiwan row),2026-09-09
Phone Handset,Taiwan,safety_emc_telecom,Taiwan NCC statement and radio type-approval number must be included in product documentation for the Bluetooth/wireless radio.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (NCC Statement),2026-09-09
Phone Handset,Taiwan,hearing_aid_compatibility,Taiwan NCC telecommunications terminal equipment accessibility technical regulations apply to handsets/earpieces used against the ear.,online,existing,Now,Taiwan NCC telecommunications terminal equipment accessibility technical regulations - cited directly; not row-level content in the five project workbooks,2026-09-24
Phone Handset,Taiwan,battery_safety,"Taiwan BSMI Battery Standard is in draft; official release expected 2H 2026, with enforcement beginning July 1, 2027, for products shipping with a battery pack.",either,emerging,2027-07-01,ER Roadmap_FY26Q3.pdf - Emerging Regulations Roadmap (APJ),2026-08-01
Phone Handset,Taiwan,trade_customs,Customs approval for Safety and EMC must be held in the importer's (HP entity's) name for import into Taiwan; Energy is not required.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Phone Handset,Taiwan,warranty_documentation,"Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form, including product name/type/quantity, serial number, warranty coverage and period, and manufacturer/distributor name and address.",print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Remote Control,EU/UK,environmental_sustainability,RoHS Directive 2011/65/EU (as amended by 2015/863) restricting hazardous substances must be met.,online,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK RoHS reference),2026-09-09
Remote Control,EU/UK,safety_emc_telecom,EU/UK Simplified Declaration of Conformity referencing RED 2014/53/EU and IEC 62368-1 safety/EMC standard must be included with the product.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK Simplified DoC),2026-09-09
Remote Control,EU/UK,safety_emc_telecom,Product must carry the EU RED graphic/marking and the CE mark on the device or its packaging.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU RED graphic),2026-09-09
Remote Control,EU/UK,battery_safety,UN38.3 lithium-battery transport testing documentation must be available where the remote ships with a built-in rechargeable cell (rather than user-replaceable primary cells).,online,existing,Now,"UN Manual of Tests and Criteria, Part III Subsection 38.3 (UN38.3 lithium-battery transport testing) - cited directly; not row-level content in the five project workbooks",2026-09-24
Remote Control,EU/UK,trade_customs,"Customs review of technical-regulation compliance for Safety/EMC/Telecom is handled on a discretionary, case-by-case basis (""D"") at EU/UK border entry.",online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (EU/EEA and UK rows),2026-09-09
Remote Control,EU/UK,warranty_documentation,"UK warranty may be provided electronically for both consumer and commercial customers, but the customer must be given the option to request a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - EMEA & ISE tab (United Kingdom row),2025-05-01
Remote Control,US,safety_emc_telecom,FCC 47 CFR Part 15 Subpart B unintentional-radiator limits apply; compliance is authorized via Supplier's Declaration of Conformity (SDoC).,online,existing,Now,Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row),2023-06-14
Remote Control,US,safety_emc_telecom,FCC ID / regulatory model number must be marked on the product or accessible via e-label per 47 CFR Section 2.935.,either,existing,Now,"Regulatory Requirements Summary.xlsx - AMS ITE tab (USA EMC row, comments)",2023-06-14
Remote Control,US,battery_safety,UN38.3 lithium-battery transport testing documentation must be available where the remote ships with a built-in rechargeable cell.,online,existing,Now,"UN Manual of Tests and Criteria, Part III Subsection 38.3 (UN38.3 lithium-battery transport testing) - cited directly; not row-level content in the five project workbooks",2026-09-24
Remote Control,US,trade_customs,Customs approval for Telecom is required to be held in the importer's (HP entity's) name for US import; Safety and EMC are not.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (United States row),2026-09-09
Remote Control,US,warranty_documentation,US warranty may be provided fully electronically for both consumer and commercial customers.,online,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - AMS & LA tab (United States row),2023-06-23
Remote Control,China,environmental_sustainability,China RoHS (Management Methods for Restriction of Hazardous Substances) marking and hazardous-substance disclosure table must be included.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (China RoHS),2026-09-09
Remote Control,China,safety_emc_telecom,China SRRC radio-type approval must be obtained and the approval/model number disclosed in product documentation for the Bluetooth radio.,online,existing,Now,Regulatory Requirements Summary.xlsx - APJ ITE tab (China row),2026-09-09
Remote Control,China,trade_customs,Customs approval for Telecom and EMC must be held in the importer's (HP entity's) name for import into China.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (China row),2026-09-09
Remote Control,China,warranty_documentation,"China warranty may be provided electronically with clear instructions for accessing it, plus the option of a printed copy.",either,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (China row),2026-09-09
Remote Control,Taiwan,safety_emc_telecom,Taiwan NCC statement and radio type-approval number must be included in product documentation for the Bluetooth radio.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (NCC Statement),2026-09-09
Remote Control,Taiwan,trade_customs,Customs approval for Safety and EMC must be held in the importer's (HP entity's) name for import into Taiwan.,online,existing,Now,Machinery_ITE_Import_or_Importer_controls.xlsx - Importer Invoice countries ITE tab (Taiwan row),2026-09-09
Remote Control,Taiwan,warranty_documentation,Taiwan law (Consumer Protection Act Art. 25) requires the warranty document to be provided in printed form.,print,existing,Now,WW_Content_Requirements_FY25_FINAL.xlsx - APJ tab (Taiwan row),2026-09-09
Phone,EU/UK,environmental_sustainability,RoHS Directive 2011/65/EU (as amended by 2015/863) restricting hazardous substances must be met.,online,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK RoHS reference),2026-09-09
Phone,EU/UK,environmental_sustainability,Product must display the EU WEEE crossed-out wheelie-bin symbol on the device housing.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU WEEE Statement),2026-09-09
Phone,EU/UK,safety_emc_telecom,EU/UK Simplified Declaration of Conformity referencing IEC 62368-1 safety/EMC standard (EMC Directive 2014/30/EU; RED does not apply - no radio transmitter) must be included with the product.,either,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU/UK Simplified DoC),2026-09-09
Phone,EU/UK,safety_emc_telecom,Product must carry the CE mark on the device or its packaging.,print,existing,Now,WW-long-form-QSG-content (2).xlsx - Sheet2 (EU RED graphic),2026-09-09
Phone,EU/UK,hearing_aid_compatibility,"The European Accessibility Act (EU) 2019/882 covers accessibility of electronic-communications terminal equipment worn against or held to the ear, effective from June 28, 2025.",online,existing,Now,Directive (EU) 2019/882 (European Accessibility Act) - cited directly; not row-level content in the five project workbooks,2026-09-24
Phone,EU/UK,cybersecurity,"EU Cyber Resilience Act obligations (secure-by-design documentation, vulnerability handling process, CE marking extension) phase in for network-connected products with digital elements; main obligations apply from Dec 11, 2027.",online,emerging,2027-12-11,Regulation (EU) 2024/2847 (EU Cyber Resilience Act) - cited directly; not row-level content in the five project workbooks,2026-08-01
